project_b,Unnamed: 0,artifact_id,artifact_namespace,artifact_name,is_fork,fork_count,star_count,watcher_count,language,license_spdx_id,created_at,updated_at,first_commit_time,last_commit_time,days_with_commits_count,contributors_to_repo_count,commit_count
https://github.com/ethereum/remix-project,278,HTbb-R2mDywHM874Rlo5u-nN-VlvjpMk8q-tuPs_yFg=,ethereum,remix-project,False,1019,2530,2530,TypeScript,MIT,2020-03-20 07:49:48+00:00,2024-12-28 19:16:32+00:00,2020-05-12 17:38:02+00:00,2024-12-25 09:17:27+00:00,816.0,10.0,10245.0
https://github.com/ethereum/go-ethereum,280,0mjl8VhWsui_6TEZZnbQzyf8h1A9bOioIlK17p0D5hI=,ethereum,go-ethereum,False,20343,47988,47988,Go,LGPL-3.0,2013-12-26 13:05:46+00:00,2024-12-29 05:21:10+00:00,2015-02-20 17:17:18+00:00,2024-12-19 15:03:07+00:00,1893.0,17.0,8050.0
https://github.com/chainsafe/lodestar,323,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
https://github.com/alloy-rs/core,235,S08117j2es1RGCntgFNItmuS_cGElJAv2OFxM1p6m5U=,alloy-rs,core,False,162,812,812,Rust,Apache-2.0,2023-03-17 16:49:39+00:00,2024-12-28 11:09:26+00:00,2023-06-23 18:13:13+00:00,2024-12-27 14:18:04+00:00,228.0,8.0,494.0
https://github.com/ethereumjs/ethereumjs-monorepo,350,UIXaG17l1JdHg-HLsTMqZT_uYLb-Y9rv9pOEcydfQ_Y=,ethereumjs,ethereumjs-monorepo,False,772,2617,2617,TypeScript,,2015-07-10 14:54:03+00:00,2024-12-28 18:32:19+00:00,2015-07-10 14:57:29+00:00,2024-12-21 00:07:24+00:00,1091.0,17.0,4244.0
https://github.com/quic-go/quic-go,8860,SJyWDLBT3mf86EJzaD9OfwGYfGxnA33_uUJlQfT5P4E=,quic-go,quic-go,False,1335,10289,10289,Go,MIT,2016-04-06 20:16:27+00:00,2024-12-28 13:20:44+00:00,2016-04-06 21:11:00+00:00,2024-12-28 13:20:40+00:00,1076.0,2.0,6438.0
https://github.com/ethereum/solc-js,276,koYM6NC9hs1JCLoj_BHc1Slm_gOC13uhj2hSQJRgV1k=,ethereum,solc-js,False,478,1466,1466,TypeScript,MIT,2016-04-04 13:32:01+00:00,2024-12-28 15:47:53+00:00,2016-05-06 16:06:00+00:00,2024-10-09 08:36:49+00:00,229.0,10.0,847.0
https://github.com/sigp/lighthouse,9336,YXgm7XfztdmFZVqPbYJyqm-bdWkRQoPUgSZwjN6eegs=,sigp,lighthouse,False,781,3006,3006,Rust,Apache-2.0,2018-07-06 07:56:39+00:00,2024-12-27 13:50:48+00:00,2020-11-24 16:29:06+00:00,2024-12-16 03:14:42+00:00,62.0,4.0,888.0
https://github.com/nomicfoundation/hardhat,393,2DbwLXDOofsGEJe74sBwCFMZdpzfoH-aeuCZ1caHLuM=,nomicfoundation,hardhat,False,1448,7401,7401,TypeScript,NOASSERTION,2018-04-14 22:20:59+00:00,2024-12-28 17:07:54+00:00,2022-09-10 22:44:03+00:00,2024-12-27 15:27:10+00:00,304.0,13.0,2419.0
https://github.com/ethereum/solidity,292,ZtDQYnwILsCqJCn5uaiTfHst3xU9ue1HOxzqT1muEA4=,ethereum,solidity,False,5868,23616,23616,C++,GPL-3.0,2015-08-17 12:27:26+00:00,2024-12-29 04:12:02+00:00,2015-08-24 11:49:09+00:00,2024-12-20 18:21:43+00:00,1809.0,36.0,18859.0
https://github.com/ethereum/go-ethereum,280,0mjl8VhWsui_6TEZZnbQzyf8h1A9bOioIlK17p0D5hI=,ethereum,go-ethereum,False,20343,47988,47988,Go,LGPL-3.0,2013-12-26 13:05:46+00:00,2024-12-29 05:21:10+00:00,2015-02-20 17:17:18+00:00,2024-12-19 15:03:07+00:00,1893.0,17.0,8050.0
https://github.com/chainsafe/lodestar,323,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
https://github.com/mikemcl/bignumber.js,3648,Fu1sT8RlTuiL8H5kcAPtcKmcXkhalPlCuVurHyxCIuQ=,mikemcl,bignumber.js,False,742,6737,6737,JavaScript,MIT,2012-11-08 20:01:35+00:00,2024-12-27 12:47:30+00:00,,,,,
https://github.com/redux-saga/redux-saga,6970,oQk9SxD5R8w7z1ZF_F3uHaNlRbyYzhFu3Gi-XmrNiUI=,redux-saga,redux-saga,False,1974,22537,22537,JavaScript,MIT,2015-11-29 16:58:12+00:00,2024-12-29 03:46:28+00:00,,,,,
https://github.com/vercel/swr,8034,DWcFRabM3vPvcJ_gSwsotTE6RWDHFVegu8M385TLfMc=,vercel,swr,False,1232,30792,30792,TypeScript,MIT,2019-10-28 18:16:01+00:00,2024-12-29 04:44:30+00:00,2024-12-09 13:50:36+00:00,2024-12-24 01:21:15+00:00,3.0,1.0,7.0
https://github.com/pytest-dev/pytest,9478,UyW4cQKMzA_leO5rV3PfiDi6gyJugmvgy5CfhztFi1o=,pytest-dev,pytest,False,2715,12255,12255,Python,MIT,2015-06-15 20:28:27+00:00,2024-12-29 04:02:53+00:00,2024-12-15 02:51:36+00:00,2024-12-29 06:33:17+00:00,7.0,4.0,13.0
https://github.com/emotion-js/emotion,8437,XJVjSDFxoFRXD-vzu-UeDC1Ft13IN_oWNt_5Of30TDM=,emotion-js,emotion,False,1113,17575,17575,JavaScript,MIT,2017-05-27 04:23:45+00:00,2024-12-28 12:52:57+00:00,2024-12-09 05:50:29+00:00,2024-12-15 15:02:07+00:00,2.0,1.0,3.0
https://github.com/clap-rs/clap,8054,6JC7qOGBSHZfz-uUSssY4k-X4nNs8QqPnkVvphRLl7s=,clap-rs,clap,False,1063,14526,14526,Rust,Apache-2.0,2015-02-25 13:36:33+00:00,2024-12-29 02:22:18+00:00,2024-12-12 18:53:50+00:00,2024-12-24 03:36:08+00:00,4.0,1.0,14.0
https://github.com/swc-project/swc,9017,fAC8iMAh7Ol1NpRJdkwMZ2vEOYf5jjQvu8bNG9MCBZs=,swc-project,swc,False,1242,31418,31418,Rust,Apache-2.0,2017-12-22 11:40:14+00:00,2024-12-29 05:07:43+00:00,2024-12-09 02:38:28+00:00,2024-12-29 05:07:39+00:00,8.0,2.0,22.0
https://github.com/gulpjs/gulp,3263,ea8-baG7NSrkRvvpL3RedxZ0KzRRfMAegaBT1WvBxiw=,gulpjs,gulp,False,4225,33045,33045,JavaScript,MIT,2013-07-04 05:26:06+00:00,2024-12-29 03:58:06+00:00,,,,,
https://github.com/typescript-eslint/typescript-eslint,9503,VIv5Ng6HaFjvILmt6E7CCPgsj2WED-FxZmCOvDjHmOs=,typescript-eslint,typescript-eslint,False,2751,15415,15415,TypeScript,MIT,2019-01-13 17:52:15+00:00,2024-12-29 03:55:16+00:00,2024-12-09 01:33:00+00:00,2024-12-26 20:14:29+00:00,11.0,4.0,39.0
https://github.com/rollup/rollup,9380,JMngU_pfHjYDA2ZSNMFgbutc6LcqEMZBCGrMY9vV8po=,rollup,rollup,False,1538,25479,25479,JavaScript,NOASSERTION,2015-05-14 22:26:28+00:00,2024-12-29 03:21:01+00:00,2024-12-13 02:30:30+00:00,2024-12-28 05:58:09+00:00,5.0,4.0,12.0
https://github.com/heim-rs/darwin-libproc,3643,v88P4hjtqUSK4_VCYwFrqaD8bqqI33M4EqJLad7lxsU=,heim-rs,darwin-libproc,False,22,7,7,Rust,Apache-2.0,2019-08-13 12:48:25+00:00,2023-11-08 02:05:02+00:00,,,,,
https://github.com/humanwhocodes/object-schema,7552,z__-FNGemIReW7ge5yRhxxgrcmb6a32528c8RmMehGc=,humanwhocodes,object-schema,False,7,32,32,JavaScript,BSD-3-Clause,2019-02-03 16:33:21+00:00,2024-06-10 15:34:29+00:00,,,,,
https://github.com/consensys/teku,327,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
https://github.com/chainsafe/lodestar,323,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
https://github.com/bluealloy/revm,9458,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
https://github.com/alloy-rs/core,235,S08117j2es1RGCntgFNItmuS_cGElJAv2OFxM1p6m5U=,alloy-rs,core,False,162,812,812,Rust,Apache-2.0,2023-03-17 16:49:39+00:00,2024-12-28 11:09:26+00:00,2023-06-23 18:13:13+00:00,2024-12-27 14:18:04+00:00,228.0,8.0,494.0
https://github.com/prettier-solidity/prettier-plugin-solidity,9310,wruzw9si85FF6P9dwhkCRCGAsnsQJHj4FrNUk-yDXIk=,prettier-solidity,prettier-plugin-solidity,False,75,731,731,Solidity,MIT,2018-05-15 15:12:02+00:00,2024-12-29 04:59:21+00:00,2021-05-16 02:05:06+00:00,2024-12-23 06:39:29+00:00,236.0,3.0,423.0
https://github.com/chainsafe/lodestar,323,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
https://github.com/paradigmxyz/reth,354,dgCmpNNSMNgI_DiE_5Ule1csx3ZrridU0QJCzxtpTLE=,paradigmxyz,reth,False,1302,4202,4202,Rust,Apache-2.0,2022-09-15 23:05:57+00:00,2024-12-28 18:59:21+00:00,2022-12-08 05:10:09+00:00,2024-12-28 18:59:18+00:00,730.0,315.0,7201.0
https://github.com/alloy-rs/core,235,S08117j2es1RGCntgFNItmuS_cGElJAv2OFxM1p6m5U=,alloy-rs,core,False,162,812,812,Rust,Apache-2.0,2023-03-17 16:49:39+00:00,2024-12-28 11:09:26+00:00,2023-06-23 18:13:13+00:00,2024-12-27 14:18:04+00:00,228.0,8.0,494.0
https://github.com/erigontech/erigon,340,j_YyN86vD0XTnk-4uZOERRdB6i131goSdmjc9Yps-Qo=,erigontech,erigon,False,1159,3174,3174,Go,LGPL-3.0,2019-05-27 12:12:40+00:00,2024-12-29 03:45:22+00:00,2021-06-05 10:07:39+00:00,2024-12-29 02:31:45+00:00,230.0,22.0,1618.0
https://github.com/ethereum/solc-js,276,koYM6NC9hs1JCLoj_BHc1Slm_gOC13uhj2hSQJRgV1k=,ethereum,solc-js,False,478,1466,1466,TypeScript,MIT,2016-04-04 13:32:01+00:00,2024-12-28 15:47:53+00:00,2016-05-06 16:06:00+00:00,2024-10-09 08:36:49+00:00,229.0,10.0,847.0
https://github.com/walletconnect/walletconnect-monorepo,384,IQRj-mT9lAfFSl2o6N79bgAeOzvddmCXtQYb1T6eC4U=,walletconnect,walletconnect-monorepo,False,726,1483,1483,TypeScript,Apache-2.0,2018-08-26 14:02:36+00:00,2024-12-28 03:32:59+00:00,2021-04-28 18:31:17+00:00,2024-12-16 07:57:53+00:00,342.0,18.0,2488.0
https://github.com/prettier-solidity/prettier-plugin-solidity,9310,wruzw9si85FF6P9dwhkCRCGAsnsQJHj4FrNUk-yDXIk=,prettier-solidity,prettier-plugin-solidity,False,75,731,731,Solidity,MIT,2018-05-15 15:12:02+00:00,2024-12-29 04:59:21+00:00,2021-05-16 02:05:06+00:00,2024-12-23 06:39:29+00:00,236.0,3.0,423.0
https://github.com/ethereum/go-ethereum,280,0mjl8VhWsui_6TEZZnbQzyf8h1A9bOioIlK17p0D5hI=,ethereum,go-ethereum,False,20343,47988,47988,Go,LGPL-3.0,2013-12-26 13:05:46+00:00,2024-12-29 05:21:10+00:00,2015-02-20 17:17:18+00:00,2024-12-19 15:03:07+00:00,1893.0,17.0,8050.0
https://github.com/protofire/solhint,9259,GjnjsxfjhMun_bidZ6xGEB6qFV_zhvgZeWvtHLsp1Sk=,protofire,solhint,False,169,1053,1053,JavaScript,MIT,2017-10-16 11:48:44+00:00,2024-12-22 17:16:49+00:00,2023-07-06 15:51:17+00:00,2024-12-19 18:20:46+00:00,40.0,3.0,290.0
https://github.com/eth-infinitism/account-abstraction,9502,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
https://github.com/paradigmxyz/reth,354,dgCmpNNSMNgI_DiE_5Ule1csx3ZrridU0QJCzxtpTLE=,paradigmxyz,reth,False,1302,4202,4202,Rust,Apache-2.0,2022-09-15 23:05:57+00:00,2024-12-28 18:59:21+00:00,2022-12-08 05:10:09+00:00,2024-12-28 18:59:18+00:00,730.0,315.0,7201.0
https://github.com/consensys/teku,327,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
https://github.com/ethereum/remix-project,278,HTbb-R2mDywHM874Rlo5u-nN-VlvjpMk8q-tuPs_yFg=,ethereum,remix-project,False,1019,2530,2530,TypeScript,MIT,2020-03-20 07:49:48+00:00,2024-12-28 19:16:32+00:00,2020-05-12 17:38:02+00:00,2024-12-25 09:17:27+00:00,816.0,10.0,10245.0
https://github.com/bluealloy/revm,9458,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
https://github.com/axios/axios,7708,qfLMcmyqnd-4yBHLLGvXm3caIRTdRQZtyyIJHUriD7M=,axios,axios,False,10983,106048,106048,JavaScript,MIT,2014-08-18 22:30:27+00:00,2024-12-29 05:28:07+00:00,2024-12-17 01:37:38+00:00,2024-12-28 01:53:16+00:00,4.0,1.0,4.0
https://github.com/browserslist/browserslist,8519,oRRqTXUOPooSzuLaAeT_0rN92jhyCyGoyJASr-Egv-E=,browserslist,browserslist,False,721,13089,13089,JavaScript,MIT,2014-12-13 19:35:45+00:00,2024-12-28 16:17:57+00:00,2024-12-10 07:00:30+00:00,2024-12-23 10:18:38+00:00,4.0,1.0,7.0
https://github.com/epoberezkin/fast-deep-equal,7356,IwujwxNCN17N7Ver-WsJf8E91w7N1Cf0eWWisoV7jUo=,epoberezkin,fast-deep-equal,False,105,1925,1925,JavaScript,MIT,2017-06-15 22:23:23+00:00,2024-12-27 11:33:30+00:00,,,,,
https://github.com/cssnano/cssnano,8056,KPijLLFm5MJCapHcQ5BLJPhvGxiwYmZyyRklybjdzJU=,cssnano,cssnano,False,319,4812,4812,CSS,MIT,2015-04-14 16:23:09+00:00,2024-12-28 02:38:24+00:00,2024-12-26 16:06:33+00:00,2024-12-26 16:18:31+00:00,1.0,1.0,4.0
https://github.com/emotion-js/emotion,8437,XJVjSDFxoFRXD-vzu-UeDC1Ft13IN_oWNt_5Of30TDM=,emotion-js,emotion,False,1113,17575,17575,JavaScript,MIT,2017-05-27 04:23:45+00:00,2024-12-28 12:52:57+00:00,2024-12-09 05:50:29+00:00,2024-12-15 15:02:07+00:00,2.0,1.0,3.0
https://github.com/eslint/eslint,130,8yoIv_OMk9iJo6-Ity9svYU_fI0NtwtudLQleiAaoec=,eslint,eslint,False,4598,25369,25369,JavaScript,MIT,2013-06-29 23:59:48+00:00,2024-12-28 20:59:13+00:00,2021-10-16 00:45:35+00:00,2024-12-28 18:29:01+00:00,671.0,10.0,1610.0
https://github.com/chzyer/readline,796,EnhvL6Xd4WpI-dGUbRRVU_jHdTwIAK9mWDjLkInwddI=,chzyer,readline,False,281,2105,2105,Go,MIT,2015-09-20 15:11:30+00:00,2024-12-25 14:01:28+00:00,,,,,
https://github.com/electron/electron,9574,PjX5Nd7V4dvbUBGjiNx0S_V4V4n7QOsz3GaD_aPWBt4=,electron,electron,False,15675,114942,114942,C++,MIT,2013-04-12 01:47:36+00:00,2024-12-29 04:24:25+00:00,2024-12-09 18:44:45+00:00,2024-12-20 19:49:57+00:00,11.0,5.0,15.0
https://github.com/dcodeio/long.js,3590,C2An1wXUyt1sWB6_lpLEYvt7GWkq6VdHZAftYJXzvqI=,dcodeio,long.js,False,205,892,892,JavaScript,Apache-2.0,2013-03-10 01:21:32+00:00,2024-12-16 03:13:42+00:00,,,,,
https://github.com/eth-infinitism/account-abstraction,9502,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
https://github.com/ethereum/go-ethereum,280,0mjl8VhWsui_6TEZZnbQzyf8h1A9bOioIlK17p0D5hI=,ethereum,go-ethereum,False,20343,47988,47988,Go,LGPL-3.0,2013-12-26 13:05:46+00:00,2024-12-29 05:21:10+00:00,2015-02-20 17:17:18+00:00,2024-12-19 15:03:07+00:00,1893.0,17.0,8050.0
https://github.com/chainsafe/lodestar,323,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
https://github.com/eth-infinitism/account-abstraction,9502,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
https://github.com/crate-crypto/go-ipa,9022,UpzhODpt1MkrHycJlvBUTYXcCa1o-a2tMiN3naNjzCI=,crate-crypto,go-ipa,False,14,33,33,Go,Apache-2.0,2021-10-13 17:15:25+00:00,2024-12-10 11:52:51+00:00,2021-11-03 12:36:17+00:00,2024-07-24 23:31:38+00:00,38.0,2.0,108.0
https://github.com/erigontech/erigon,340,j_YyN86vD0XTnk-4uZOERRdB6i131goSdmjc9Yps-Qo=,erigontech,erigon,False,1159,3174,3174,Go,LGPL-3.0,2019-05-27 12:12:40+00:00,2024-12-29 03:45:22+00:00,2021-06-05 10:07:39+00:00,2024-12-29 02:31:45+00:00,230.0,22.0,1618.0
https://github.com/chainsafe/lodestar,323,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
https://github.com/consensys/teku,327,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
https://github.com/bluealloy/revm,9458,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
https://github.com/eth-infinitism/account-abstraction,9502,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
https://github.com/erigontech/erigon,340,j_YyN86vD0XTnk-4uZOERRdB6i131goSdmjc9Yps-Qo=,erigontech,erigon,False,1159,3174,3174,Go,LGPL-3.0,2019-05-27 12:12:40+00:00,2024-12-29 03:45:22+00:00,2021-06-05 10:07:39+00:00,2024-12-29 02:31:45+00:00,230.0,22.0,1618.0
https://github.com/prysmaticlabs/prysm,377,qwfhpXi8eVTFcAGnyF86tVua8eu6g93PA0sWDyyKzLs=,prysmaticlabs,prysm,False,1045,3496,3496,Go,GPL-3.0,2018-01-11 21:31:33+00:00,2024-12-26 20:53:47+00:00,2018-01-15 17:42:31+00:00,2024-12-26 20:53:44+00:00,1097.0,72.0,3665.0
https://github.com/walletconnect/walletconnect-monorepo,384,IQRj-mT9lAfFSl2o6N79bgAeOzvddmCXtQYb1T6eC4U=,walletconnect,walletconnect-monorepo,False,726,1483,1483,TypeScript,Apache-2.0,2018-08-26 14:02:36+00:00,2024-12-28 03:32:59+00:00,2021-04-28 18:31:17+00:00,2024-12-16 07:57:53+00:00,342.0,18.0,2488.0
https://github.com/prettier-solidity/prettier-plugin-solidity,9310,wruzw9si85FF6P9dwhkCRCGAsnsQJHj4FrNUk-yDXIk=,prettier-solidity,prettier-plugin-solidity,False,75,731,731,Solidity,MIT,2018-05-15 15:12:02+00:00,2024-12-29 04:59:21+00:00,2021-05-16 02:05:06+00:00,2024-12-23 06:39:29+00:00,236.0,3.0,423.0
https://github.com/vyperlang/vyper,338,uYxN0IH7L8_gIMv06vFY4gGaXUntqedx8Yoml0S2TQU=,vyperlang,vyper,False,812,4932,4932,Python,NOASSERTION,2016-11-11 08:56:41+00:00,2024-12-29 00:24:53+00:00,2016-11-12 10:52:09+00:00,2024-12-28 21:45:51+00:00,1022.0,7.0,5293.0
https://github.com/bluealloy/revm,9458,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
https://github.com/consensys/teku,327,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
https://github.com/protofire/solhint,9259,GjnjsxfjhMun_bidZ6xGEB6qFV_zhvgZeWvtHLsp1Sk=,protofire,solhint,False,169,1053,1053,JavaScript,MIT,2017-10-16 11:48:44+00:00,2024-12-22 17:16:49+00:00,2023-07-06 15:51:17+00:00,2024-12-19 18:20:46+00:00,40.0,3.0,290.0
