,id,project_a,project_b,artifact_id,artifact_namespace,artifact_name,is_fork,fork_count,star_count,watcher_count,language,license_spdx_id,created_at,updated_at,first_commit_time,last_commit_time,days_with_commits_count,contributors_to_repo_count,commit_count
33,103,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/humanwhocodes/object-schema,z__-FNGemIReW7ge5yRhxxgrcmb6a32528c8RmMehGc=,humanwhocodes,object-schema,False,7,32,32,JavaScript,BSD-3-Clause,2019-02-03 16:33:21+00:00,2024-06-10 15:34:29+00:00,,,,,
34,105,https://github.com/nomicfoundation/hardhat,https://github.com/consensys/teku,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
35,109,https://github.com/nomicfoundation/hardhat,https://github.com/chainsafe/lodestar,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
36,110,https://github.com/nomicfoundation/hardhat,https://github.com/bluealloy/revm,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
37,112,https://github.com/nomicfoundation/hardhat,https://github.com/alloy-rs/core,S08117j2es1RGCntgFNItmuS_cGElJAv2OFxM1p6m5U=,alloy-rs,core,False,162,812,812,Rust,Apache-2.0,2023-03-17 16:49:39+00:00,2024-12-28 11:09:26+00:00,2023-06-23 18:13:13+00:00,2024-12-27 14:18:04+00:00,228.0,8.0,494.0
38,121,https://github.com/vyperlang/vyper,https://github.com/prettier-solidity/prettier-plugin-solidity,wruzw9si85FF6P9dwhkCRCGAsnsQJHj4FrNUk-yDXIk=,prettier-solidity,prettier-plugin-solidity,False,75,731,731,Solidity,MIT,2018-05-15 15:12:02+00:00,2024-12-29 04:59:21+00:00,2021-05-16 02:05:06+00:00,2024-12-23 06:39:29+00:00,236.0,3.0,423.0
39,125,https://github.com/vyperlang/vyper,https://github.com/chainsafe/lodestar,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
40,135,https://github.com/vyperlang/vyper,https://github.com/paradigmxyz/reth,dgCmpNNSMNgI_DiE_5Ule1csx3ZrridU0QJCzxtpTLE=,paradigmxyz,reth,False,1302,4202,4202,Rust,Apache-2.0,2022-09-15 23:05:57+00:00,2024-12-28 18:59:21+00:00,2022-12-08 05:10:09+00:00,2024-12-28 18:59:18+00:00,730.0,315.0,7201.0
41,136,https://github.com/vyperlang/vyper,https://github.com/alloy-rs/core,S08117j2es1RGCntgFNItmuS_cGElJAv2OFxM1p6m5U=,alloy-rs,core,False,162,812,812,Rust,Apache-2.0,2023-03-17 16:49:39+00:00,2024-12-28 11:09:26+00:00,2023-06-23 18:13:13+00:00,2024-12-27 14:18:04+00:00,228.0,8.0,494.0
42,140,https://github.com/vyperlang/vyper,https://github.com/erigontech/erigon,j_YyN86vD0XTnk-4uZOERRdB6i131goSdmjc9Yps-Qo=,erigontech,erigon,False,1159,3174,3174,Go,LGPL-3.0,2019-05-27 12:12:40+00:00,2024-12-29 03:45:22+00:00,2021-06-05 10:07:39+00:00,2024-12-29 02:31:45+00:00,230.0,22.0,1618.0
43,142,https://github.com/vyperlang/vyper,https://github.com/ethereum/solc-js,koYM6NC9hs1JCLoj_BHc1Slm_gOC13uhj2hSQJRgV1k=,ethereum,solc-js,False,478,1466,1466,TypeScript,MIT,2016-04-04 13:32:01+00:00,2024-12-28 15:47:53+00:00,2016-05-06 16:06:00+00:00,2024-10-09 08:36:49+00:00,229.0,10.0,847.0
44,145,https://github.com/wighawag/hardhat-deploy,https://github.com/walletconnect/walletconnect-monorepo,IQRj-mT9lAfFSl2o6N79bgAeOzvddmCXtQYb1T6eC4U=,walletconnect,walletconnect-monorepo,False,726,1483,1483,TypeScript,Apache-2.0,2018-08-26 14:02:36+00:00,2024-12-28 03:32:59+00:00,2021-04-28 18:31:17+00:00,2024-12-16 07:57:53+00:00,342.0,18.0,2488.0
45,150,https://github.com/wighawag/hardhat-deploy,https://github.com/prettier-solidity/prettier-plugin-solidity,wruzw9si85FF6P9dwhkCRCGAsnsQJHj4FrNUk-yDXIk=,prettier-solidity,prettier-plugin-solidity,False,75,731,731,Solidity,MIT,2018-05-15 15:12:02+00:00,2024-12-29 04:59:21+00:00,2021-05-16 02:05:06+00:00,2024-12-23 06:39:29+00:00,236.0,3.0,423.0
46,153,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/go-ethereum,0mjl8VhWsui_6TEZZnbQzyf8h1A9bOioIlK17p0D5hI=,ethereum,go-ethereum,False,20343,47988,47988,Go,LGPL-3.0,2013-12-26 13:05:46+00:00,2024-12-29 05:21:10+00:00,2015-02-20 17:17:18+00:00,2024-12-19 15:03:07+00:00,1893.0,17.0,8050.0
47,158,https://github.com/wighawag/hardhat-deploy,https://github.com/protofire/solhint,GjnjsxfjhMun_bidZ6xGEB6qFV_zhvgZeWvtHLsp1Sk=,protofire,solhint,False,169,1053,1053,JavaScript,MIT,2017-10-16 11:48:44+00:00,2024-12-22 17:16:49+00:00,2023-07-06 15:51:17+00:00,2024-12-19 18:20:46+00:00,40.0,3.0,290.0
48,163,https://github.com/wighawag/hardhat-deploy,https://github.com/eth-infinitism/account-abstraction,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
49,167,https://github.com/wighawag/hardhat-deploy,https://github.com/paradigmxyz/reth,dgCmpNNSMNgI_DiE_5Ule1csx3ZrridU0QJCzxtpTLE=,paradigmxyz,reth,False,1302,4202,4202,Rust,Apache-2.0,2022-09-15 23:05:57+00:00,2024-12-28 18:59:21+00:00,2022-12-08 05:10:09+00:00,2024-12-28 18:59:18+00:00,730.0,315.0,7201.0
50,169,https://github.com/ethers-io/ethers.js,https://github.com/consensys/teku,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
51,171,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/remix-project,HTbb-R2mDywHM874Rlo5u-nN-VlvjpMk8q-tuPs_yFg=,ethereum,remix-project,False,1019,2530,2530,TypeScript,MIT,2020-03-20 07:49:48+00:00,2024-12-28 19:16:32+00:00,2020-05-12 17:38:02+00:00,2024-12-25 09:17:27+00:00,816.0,10.0,10245.0
52,174,https://github.com/ethers-io/ethers.js,https://github.com/bluealloy/revm,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
53,175,https://github.com/ethers-io/ethers.js,https://github.com/axios/axios,qfLMcmyqnd-4yBHLLGvXm3caIRTdRQZtyyIJHUriD7M=,axios,axios,False,10983,106048,106048,JavaScript,MIT,2014-08-18 22:30:27+00:00,2024-12-29 05:28:07+00:00,2024-12-17 01:37:38+00:00,2024-12-28 01:53:16+00:00,4.0,1.0,4.0
54,176,https://github.com/ethers-io/ethers.js,https://github.com/browserslist/browserslist,oRRqTXUOPooSzuLaAeT_0rN92jhyCyGoyJASr-Egv-E=,browserslist,browserslist,False,721,13089,13089,JavaScript,MIT,2014-12-13 19:35:45+00:00,2024-12-28 16:17:57+00:00,2024-12-10 07:00:30+00:00,2024-12-23 10:18:38+00:00,4.0,1.0,7.0
55,177,https://github.com/ethers-io/ethers.js,https://github.com/epoberezkin/fast-deep-equal,IwujwxNCN17N7Ver-WsJf8E91w7N1Cf0eWWisoV7jUo=,epoberezkin,fast-deep-equal,False,105,1925,1925,JavaScript,MIT,2017-06-15 22:23:23+00:00,2024-12-27 11:33:30+00:00,,,,,
56,178,https://github.com/ethers-io/ethers.js,https://github.com/cssnano/cssnano,KPijLLFm5MJCapHcQ5BLJPhvGxiwYmZyyRklybjdzJU=,cssnano,cssnano,False,319,4812,4812,CSS,MIT,2015-04-14 16:23:09+00:00,2024-12-28 02:38:24+00:00,2024-12-26 16:06:33+00:00,2024-12-26 16:18:31+00:00,1.0,1.0,4.0
57,179,https://github.com/ethers-io/ethers.js,https://github.com/emotion-js/emotion,XJVjSDFxoFRXD-vzu-UeDC1Ft13IN_oWNt_5Of30TDM=,emotion-js,emotion,False,1113,17575,17575,JavaScript,MIT,2017-05-27 04:23:45+00:00,2024-12-28 12:52:57+00:00,2024-12-09 05:50:29+00:00,2024-12-15 15:02:07+00:00,2.0,1.0,3.0
58,180,https://github.com/ethers-io/ethers.js,https://github.com/eslint/eslint,8yoIv_OMk9iJo6-Ity9svYU_fI0NtwtudLQleiAaoec=,eslint,eslint,False,4598,25369,25369,JavaScript,MIT,2013-06-29 23:59:48+00:00,2024-12-28 20:59:13+00:00,2021-10-16 00:45:35+00:00,2024-12-28 18:29:01+00:00,671.0,10.0,1610.0
59,184,https://github.com/ethers-io/ethers.js,https://github.com/chzyer/readline,EnhvL6Xd4WpI-dGUbRRVU_jHdTwIAK9mWDjLkInwddI=,chzyer,readline,False,281,2105,2105,Go,MIT,2015-09-20 15:11:30+00:00,2024-12-25 14:01:28+00:00,,,,,
60,185,https://github.com/ethers-io/ethers.js,https://github.com/electron/electron,PjX5Nd7V4dvbUBGjiNx0S_V4V4n7QOsz3GaD_aPWBt4=,electron,electron,False,15675,114942,114942,C++,MIT,2013-04-12 01:47:36+00:00,2024-12-29 04:24:25+00:00,2024-12-09 18:44:45+00:00,2024-12-20 19:49:57+00:00,11.0,5.0,15.0
61,188,https://github.com/ethers-io/ethers.js,https://github.com/dcodeio/long.js,C2An1wXUyt1sWB6_lpLEYvt7GWkq6VdHZAftYJXzvqI=,dcodeio,long.js,False,205,892,892,JavaScript,Apache-2.0,2013-03-10 01:21:32+00:00,2024-12-16 03:13:42+00:00,,,,,
62,189,https://github.com/ethers-io/ethers.js,https://github.com/eth-infinitism/account-abstraction,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
63,193,https://github.com/ethereum/solidity,https://github.com/ethereum/go-ethereum,0mjl8VhWsui_6TEZZnbQzyf8h1A9bOioIlK17p0D5hI=,ethereum,go-ethereum,False,20343,47988,47988,Go,LGPL-3.0,2013-12-26 13:05:46+00:00,2024-12-29 05:21:10+00:00,2015-02-20 17:17:18+00:00,2024-12-19 15:03:07+00:00,1893.0,17.0,8050.0
64,195,https://github.com/ethereum/solidity,https://github.com/chainsafe/lodestar,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
65,196,https://github.com/ethereum/solidity,https://github.com/eth-infinitism/account-abstraction,e9vaeiF1Gp9w4sgJ8Ib_BHoNvyYeNTqW5ZL1ojSg7RY=,eth-infinitism,account-abstraction,False,671,1581,1581,Solidity,GPL-3.0,2022-01-24 15:01:07+00:00,2024-12-27 07:42:50+00:00,2022-07-24 08:27:37+00:00,2024-12-26 23:20:33+00:00,106.0,4.0,266.0
66,197,https://github.com/ethereum/solidity,https://github.com/crate-crypto/go-ipa,UpzhODpt1MkrHycJlvBUTYXcCa1o-a2tMiN3naNjzCI=,crate-crypto,go-ipa,False,14,33,33,Go,Apache-2.0,2021-10-13 17:15:25+00:00,2024-12-10 11:52:51+00:00,2021-11-03 12:36:17+00:00,2024-07-24 23:31:38+00:00,38.0,2.0,108.0
67,200,https://github.com/ethereum/solidity,https://github.com/erigontech/erigon,j_YyN86vD0XTnk-4uZOERRdB6i131goSdmjc9Yps-Qo=,erigontech,erigon,False,1159,3174,3174,Go,LGPL-3.0,2019-05-27 12:12:40+00:00,2024-12-29 03:45:22+00:00,2021-06-05 10:07:39+00:00,2024-12-29 02:31:45+00:00,230.0,22.0,1618.0
68,204,https://github.com/ethereum/remix-project,https://github.com/chainsafe/lodestar,6MvaJiiK0NDbqVRMj8h4w6VQhoBnL9TglSn9MUgVKZg=,chainsafe,lodestar,False,311,1223,1223,TypeScript,Apache-2.0,2018-06-22 14:41:47+00:00,2024-12-26 00:53:40+00:00,2022-05-27 14:26:25+00:00,2024-12-23 10:26:07+00:00,595.0,10.0,1858.0
69,209,https://github.com/ethereum/go-ethereum,https://github.com/consensys/teku,0LNvFWntrkMC8kbjT6sXD_XjSveNgVILpa-_c7Iu04c=,consensys,teku,False,301,694,694,Java,Apache-2.0,2018-09-07 09:30:05+00:00,2024-12-28 12:12:04+00:00,2018-12-20 17:52:47+00:00,2024-12-28 10:41:09+00:00,1512.0,35.0,5321.0
70,211,https://github.com/ethereum/go-ethereum,https://github.com/bluealloy/revm,SVBuSFD1DLwnAJngtiY_cZ9Xtx-rOmb_Ee05sTCZchk=,bluealloy,revm,False,589,1699,1699,Rust,MIT,2021-09-29 09:21:18+00:00,2024-12-28 11:24:07+00:00,2021-09-29 09:32:20+00:00,2024-12-26 15:51:09+00:00,453.0,4.0,1243.0
