id,pred
600,0.8990424
602,0.92
603,0.914428
606,0.663777
611,0.7045447
612,0.94357705
613,0.7137627
622,0.24680433
632,0.744162
638,0.78881574
643,0.08266551
645,0.08
651,0.4995418
652,0.4227758
655,0.1285021
656,0.2868769
658,0.014868392
666,0.24377094
671,0.43828464
677,0.21323963
679,0.12723914
680,0.48580822
681,0.64433885
683,0.32394695
686,0.4532784
692,0.16855851
694,0.49613246
696,0.33116856
701,0.89706963
706,0.3566557
713,0.48362377
719,0.57809454
722,0.8418258
728,0.45720053
730,0.6904768
735,0.59949446
737,0.23802209
743,0.79597515
745,0.5703817
747,0.83571285
756,0.6650123
757,0.11849674
760,0.33782881
762,0.5767463
765,0.7368992
766,0.35169688
773,0.5432729
777,0.6314294
782,0.5964676
786,0.49649045
788,0.8720222
790,0.44582626
791,0.87822783
795,0.9773964
799,0.1585121
802,0.21147843
803,0.43188524
804,0.670882
806,0.99436206
808,0.6170012
810,0.49835175
811,0.94333994
812,0.72756374
813,0.6785978
818,0.7954463
819,0.8165661
830,0.28716472
832,0.52507776
839,0.29414862
840,0.9608349
841,0.6682361
843,0.77500075
845,0.22138277
848,0.30928862
858,0.4567212
860,0.32100657
863,0.15542732
865,0.16985878
868,0.14191264
870,0.2762522
872,0.08
875,0.5493761
880,0.06660994
882,0.7825274
888,0.17256625
890,0.09986672
894,0.5082259
898,0.2257766
904,0.33920547
906,0.19602108
908,0.42359933
913,0.2055484
922,0.27756935
927,0.64279085
928,0.55431914
930,0.29605466
933,0.08
938,0.08
941,0.39278895
943,0.3271764
945,0.71109885
946,0.15697837
950,0.40502158
953,0.5549958
963,0.3742738
965,0.538728
966,0.4095335
970,0.7054369
977,0.48254374
979,0.7517538
986,0.09926629
991,0.6228343
998,0.8049885
1000,0.92
1002,0.17632726
1004,0.3730695
1007,0.3379371
1012,0.18761097
1018,0.76736635
1019,0.6898756
1023,0.81424326
1024,0.725164
1026,0.8438597
1028,0.5929547
1030,0.24958631
1033,0.649527
1035,0.71129984
1037,0.7883564
1038,0.5133978
1042,0.50380224
1043,0.9655177
1045,0.8974448
1048,0.96168166
1053,0.8433842
1054,0.9282879
1056,0.92
1062,0.770184
1065,0.34576178
1068,0.96622884
1069,0.3620855
1072,0.72344077
1074,0.22689992
1075,0.5139096
1076,0.9878391
1079,0.978248
1081,0.92
1085,0.5180542
1090,0.7127237
1092,0.7567829
1095,0.87796646
1103,0.58863944
1104,0.66211015
1105,0.40733674
1109,0.6457395
1111,0.74250543
1114,0.098421395
1115,0.5046077
1117,0.6118768
1118,0.4747343
1124,0.46770045
1129,0.52594477
1133,0.84860957
1134,0.6618279
1135,0.83217275
1136,0.26980907
1139,0.590959
1147,0.7413187
1150,0.71928716
1158,0.55485314
1160,0.76764965
1162,0.7111802
1165,0.5320266
1172,0.75720316
1175,0.8493716
1179,0.6276703
1188,0.56183684
1189,0.7878566
1193,0.58516353
1201,0.4251507
1205,0.35279876
1207,0.92555314
1211,0.92
1212,0.7867025
1221,0.42969033
1222,0.74767786
1229,0.8066389
1234,0.6935431
1235,0.76525056
1236,0.5352457
1238,0.76951885
1243,0.9461876
1252,0.94526577
1254,0.7807044
1256,0.92
1259,0.9416457
1262,0.86153734
1264,0.9085628
1269,0.7636681
1273,0.80385447
1279,0.7338433
1284,0.68389034
1287,0.24627934
1289,0.38381335
1290,0.5814855
1293,0.6066944
1296,0.68028766
1299,0.36820483
1310,0.8714183
1314,0.8941924
1323,0.7326377
1331,0.4513906
1335,0.96882045
1337,0.5554488
1339,0.8892174
1341,0.95059067
1346,0.5641298
1352,0.92
1353,0.08
1358,0.15140828
1361,0.08
1362,0.08
1363,0.08
1367,0.031557
1371,0.4270499
1374,0.3376836
1377,0.043570206
1378,0.29843315
1386,0.12215031
1393,0.22391808
1398,0.37952387
1405,0.085904606
1408,0.46997577
1412,0.29301977
1413,0.105624445
1415,0.20008129
1420,0.92
1422,0.6882673
1423,0.8133133
1424,0.65959114
1428,0.8196634
1430,0.6563482
1433,0.6744357
1437,0.23575161
1438,0.49882874
1443,0.44411904
1445,0.7102313
1452,0.82293004
1455,0.7231613
1457,0.74430716
1458,0.70040727
1466,0.88810354
1468,0.1947023
1469,0.82970834
1475,0.63093734
1476,0.52606076
1478,0.92
1481,0.8299554
1488,0.25141346
1489,0.70340276
1491,0.85096467
1500,0.8290476
1502,0.9511839
1504,0.9296559
1508,0.97704947
1512,0.75633466
1515,0.7647521
1518,0.5399984
1526,0.9051549
1533,0.6064171
1537,0.9496213
1539,0.9664001
1540,0.80441415
1544,0.47197834
1546,0.9019762
1547,0.73365545
1555,0.14062887
1557,0.13226002
1558,0.6643489
1564,0.24999002
1567,0.63352966
1570,0.7139291
1573,0.738784
1576,0.5688542
1578,0.7093387
1579,0.6134202
1584,0.19976977
1591,0.81995934
1594,0.40907234
1603,0.85672617
1607,0.97931886
1611,0.5048744
1612,0.8823946
1615,0.58656937
1616,0.6247893
1617,0.8548353
1619,0.92
1621,0.92
1633,0.92875636
1638,0.44463092
1642,0.8703457
1645,0.76818
1652,0.7766288
1654,0.90830755
1656,0.72624975
1657,0.56436986
1658,0.5510789
1661,0.64840204
1663,0.8838331
1666,0.92
1668,0.7352887
1671,0.7690684
1672,0.8565738
1690,0.6380981
1692,0.626386
1704,0.82038707
1707,0.7150354
1710,0.47416663
1719,0.6355913
1726,0.41136414
1728,0.5857645
1729,0.53546166
1730,0.72772485
1732,0.08
1733,0.4766727
1738,0.3141081
1739,0.08
1741,0.08
1745,0.081634805
1748,0.06694896
1750,0.43712366
1757,0.117442474
1765,0.7562114
1770,0.16584414
1780,0.08
1781,0.32248858
1787,0.4337374
1789,0.25161266
1790,0.76625216
1792,0.47332433
1796,0.045460455
1799,0.40996572
1801,0.50188094
1802,0.9049223
1810,0.59141904
1813,0.16505599
1814,0.1193534
1815,0.6299125
1816,0.6355773
1821,0.563902
1823,0.9663142
1831,0.623334
1832,0.117244914
1834,0.73414
1841,0.44787893
1845,0.5305937
1848,0.5282562
1850,0.62620515
1851,0.48409864
1861,0.4984637
1863,0.7845103
1865,0.31172717
1872,0.43076834
1875,0.65398806
1878,0.20056033
1879,0.27969715
1881,0.226491
1883,0.38245103
1884,0.08
1886,0.16550173
1887,0.8423928
1890,0.47166
1895,0.48246205
1899,0.2745988
1911,0.15434247
1919,0.2615983
1930,0.18180406
1934,0.78891444
1937,0.6572363
1942,0.79518455
1946,0.45708162
1949,0.27053517
1951,0.21313009
1953,0.8378213
1957,0.47795203
1961,0.18195598
1963,0.18135582
1964,0.60583323
1965,0.31191015
1966,0.31988183
1967,0.15112695
1968,0.6288978
1973,0.010968652
1979,0.744256
1980,0.6134109
1984,0.8952325
1989,0.45511776
1993,0.7934758
1994,0.7673191
1996,0.41798782
2000,0.6495652
2003,0.34796247
2010,0.46195593
2011,0.69836813
2013,0.3680068
2020,0.6713846
2025,0.113839775
2026,0.40773708
2031,0.766811
2034,0.9512913
2035,0.4827035
2038,0.90445876
2043,0.7278904
2044,0.0221591
2051,0.43971524
2067,0.67991275
2068,0.08262163
2072,0.10885791
2074,0.6272608
2079,0.835079
2081,0.6653603
2084,0.72895247
2085,0.954043
2091,0.30524302
2096,0.68452704
2099,0.33230418
2111,0.7720934
2112,0.3841038
2116,0.437654
2122,0.51164097
2124,0.56862706
2128,0.08
2132,0.39186618
2150,0.08
2154,0.47840846
2160,0.0433841
2163,0.6983593
2167,0.6737576
2168,0.34360677
2173,0.74404347
2175,0.276979
2176,0.28953055
2177,0.38536483
2178,0.7503479
2187,0.9956833
2203,0.5343063
2211,0.5937224
2212,0.30594158
2214,0.8890764
2217,0.52467805
2219,0.3365915
2222,0.28948283
2223,0.43865624
2229,0.77114964
2235,0.7653374
2245,0.10559832
2247,0.46269962
2248,0.7565316
2253,0.7716748
2257,0.22344096
2258,0.9959433
2259,0.8258386
2267,0.93570447
2269,0.5321232
2273,0.6474868
2274,0.7767058
2277,0.6478105
2280,0.088858105
2282,0.29292664
2284,0.6941861
2288,0.5031292
2291,0.40635237
2294,0.79618686
2304,0.56310314
2308,0.54049724
2309,0.35026082
2311,0.1872155
2319,0.938698
2320,0.55049026
2326,0.911979
2329,0.92
2330,0.79937184
2339,0.92
2343,0.5707311
2348,0.823365
2355,0.40909287
2357,0.55547976
2358,0.5368331
2359,0.9421102
2361,0.92
2372,0.92
2375,0.92
2376,0.9446673
2382,0.6566134
2384,0.6713089
2385,0.647158
2391,0.22549242
2393,0.6131933
2405,0.017849803
2409,0.11429987
2410,0.21118703
2412,0.114993066
2413,0.16871867
2417,0.08
2421,0.27876163
2423,0.10003292
2429,0.38219455
2437,0.3642456
2438,0.095100835
2439,0.31804734
2440,0.5216684
2444,0.3374811
2447,0.7960409
2458,0.034873728
2461,0.3778131
2462,0.50105184
2464,0.6175312
2465,0.34232423
2467,0.41524523
2468,0.6958819
2469,0.33705983
2471,0.4124771
2472,0.30765745
2474,0.05691143
2477,0.22487228
2478,0.5789212
2479,0.649296
2485,0.32466057
2495,0.5967982
2499,0.59948444
2501,0.12226047
2504,0.44322968
2511,0.91675705
2514,0.30826423
2516,0.7192439
2517,0.37529904
2518,0.76184154
2527,0.939301
2530,0.9491271
2535,0.92
2536,0.9040861
2539,0.68256897
2541,0.7470173
2542,0.904297
2546,0.90482914
2549,0.92
2562,0.2583206
2565,0.2583572
2571,0.70369756
2579,0.30287904
2585,0.20883313
2586,0.62069976
2587,0.76050264
2588,0.27816057
2592,0.7300385
2597,0.4170765
2598,0.82953393
2601,0.08
2602,0.20314875
2610,0.38821414
2611,0.052536905
2615,0.35656098
2621,0.5949697
2622,0.7148349
2623,0.30153623
2624,0.8690517
2627,0.42297092
2634,0.29775593
2635,0.533169
2637,0.5127689
2638,0.38813818
2648,0.25430068
2650,0.32530063
2651,0.86685765
2652,0.33507344
2654,0.4366242
2662,0.76646405
2667,0.8041472
2668,0.43367878
2670,0.7933306
2673,0.099123284
2675,0.4132302
2678,0.5278269
2679,0.5256613
2680,0.49468544
2683,0.305957
2685,0.5089116
2686,0.59033227
2687,0.915762
2690,0.2714264
2693,0.31520218
2695,0.6114375
2699,0.60446054
2700,0.2981344
2707,0.6111799
2708,0.501295
2716,0.5715447
2717,0.7143334
2718,0.7120076
2722,0.92050606
2724,0.8844761
2729,0.92
2737,0.8536306
2740,0.9890012
2746,0.78329754
2747,0.68815506
2750,0.80190325
2752,0.8442291
2753,0.9898426
2755,0.17509735
2757,0.14367443
2758,0.8669213
2763,0.32771793
2764,0.5010677
2767,0.6145439
2769,0.92
2772,0.5175501
2777,0.68653333
2779,0.8540326
2781,0.5919639
2784,0.38116834
2785,0.25088885
2786,0.08635327
2789,0.07267042
2795,0.36357856
2804,0.13232134
2806,0.09332567
2808,0.21514848
2813,0.60226923
2818,0.047123797
2819,0.10892943
2821,0.48037475
2823,0.12897936
2824,0.07774291
2834,0.009825623
2835,0.5131696
2837,0.1341536
2841,0.26050815
2845,0.26474988
2852,0.6581524
2855,0.70326936
2860,0.7754889
2862,0.94081783
2867,0.23271294
2872,0.8748755
2873,0.90469265
2874,0.443887
2877,0.98048
2883,0.9017446
2892,0.9045723
2896,0.08650368
2897,0.24587578
2898,0.31321603
2904,0.08939948
2910,0.15495236
2911,0.55608124
2913,0.08
2917,0.08
2919,0.10493307
2922,0.16609974
2924,0.4433415
2934,0.25596002
2936,0.043538503
2938,0.024389632
2942,0.76047635
2947,0.524879
2948,0.44587654
2949,0.29795638
2952,0.38622612
2955,0.4733878
2960,0.43002197
2961,0.29393187
2971,0.56921417
2972,0.17448327
2973,0.08
2980,0.17060764
2981,0.24604496
2983,0.5499112
2990,0.54037416
2994,0.8135445
2995,0.9491735
2996,0.8133676
2997,0.92
2999,0.6177822
3001,0.67729276
3002,0.86822
3008,0.92
3012,0.84416825
3013,0.92960423
3014,0.64010364
3018,0.7710202
3019,0.680238
3024,0.99399066
3025,0.80306023
3028,0.9124309
3032,0.93781227
3034,0.67856365
3036,0.92
3037,0.81061506
3039,0.92
3046,0.18281382
3047,0.93990475
3050,0.8610719
3053,0.89469093
3058,0.7665447
3059,0.9296333
3060,0.62700135
3069,0.7301805
3072,0.7946203
3077,0.20321648
3078,0.3411256
3081,0.1146835
3084,0.08
3086,0.08
3090,0.044112418
3091,0.08
3092,0.08
3095,0.10743158
3097,0.2753953
3098,0.47344717
3099,0.05786992
3101,0.2721189
3103,0.97943944
3117,0.74325144
3122,0.97316813
3123,0.41466013
3126,0.66316056
3131,0.6937324
3132,0.93559563
3134,0.6567353
3136,0.7932073
3139,0.59715295
3143,0.7154695
3146,0.49654654
3148,0.92
3150,0.92
3157,0.37579075
3163,0.28272957
3164,0.46553722
3166,0.257783
3168,0.24745259
3173,0.5630049
3180,0.47077236
3181,0.19264905
3201,0.6379722
3202,0.48241848
3204,0.25554365
3208,0.55486774
3211,0.64903295
3213,0.58934015
3214,0.5899336
3216,0.6476538
3225,0.093513876
3229,0.5369934
3232,0.6609501
3235,0.3404483
3237,0.60456634
3238,0.03804553
3239,0.49479318
3240,0.9740357
3245,0.527211
3246,0.8771373
3247,0.2041157
3249,0.7788064
3250,0.49069127
3254,0.7328644
3255,0.6878514
3256,0.54567003
3257,0.5741328
3264,0.30985492
3266,0.53797007
3268,0.7648811
3270,0.75409424
3273,0.64890397
3277,0.44045144
3279,0.67684305
3281,0.46473673
3283,0.34387732
3284,0.26466483
3288,0.5889083
3291,0.66742676
3292,0.34287995
3294,0.36412433
3295,0.25305185
3298,0.54553175
3299,0.39790168
3300,0.33773383
3305,0.72303385
3308,0.3921323
3316,0.35647267
3319,0.40835068
3323,0.4927642
3326,0.44235897
3327,0.49071342
3329,0.56031805
3334,0.32436687
3339,0.6248237
3342,0.4966549
3348,0.32551637
3351,0.5974701
3360,0.45062044
3361,0.54876035
3363,0.52224755
3365,0.9048145
3369,0.6368478
3372,0.59927535
3373,0.5270137
3376,0.64325315
3388,0.4264249
3390,0.44449538
3391,0.38595155
3394,0.46083224
3398,0.47343895
3400,0.50725055
3403,0.5898526
3405,0.456761
3406,0.3982783
3409,0.5971838
